b1	b10	b11	b12	b13	b14	b15	b16	b17	b2	b4	b6	b7	b8	b9	a1	a10	a11	a12	a13	a14	a15	a16	a17	a2	a4	a6	a7	a8	a9	c1	c10	c11	c12	c13	c14	c15	c16	c17	c2	c4	c6	c7	c8	c9
442180	12800000	471000	3700000	2130000	1590000	1170000	14800000	3260	548000	1080000	466000	1810000	822000	1650000	820000	1030000	716000	2520000	2270000	349000	192000	1300000	0	280000	1880000	11500000	319000	1780000	514000	1170000	1760000	169000	3020000	2710000	1280000	1190000	1850000	3610	235000	1670000	1130000	2220000	911000	1300000
12456	265000	1150000	6050000	1350000	399000	260000	378000	631000	203000	292000	576000	53100	559000	435000	194000	566000	142000	3670000	360000	711000	96300	94000	587000	163000	811000	4330000	149000	1960000	334000	175000	1230000	1340000	2850000	4310000	251000	1080000	748000	13600000	703000	958000	1070000	3820000	50400	539000
66065	1130000	984000	749000	49600000	217000	774000	11100000	15600000	13600000	6650000	2780000	276000	367000	415000	709000	110000	598000	12800000	55000000	19000	27200	9320000	633000	3870000	695000	567000	577000	169000	640000	712000	8470000	839000	559000	37000000	267000	709000	23300000	2460000	9780000	6650000	501000	230000	171000	201000
7576	17500000	11800000	248000	80900	295000	20000	778000	96700	35500	353000	770000	167000	9260	3670000	99300	187000	119000	136000	234000	137000	43100	2180000	76300	37900	403000	221000	78700	397000	197000	109000	190000	12900000	66200	970000	288000	2960	232000	2610000	117000	179000	436000	604000	4850	866000
11782294	180000	53500	8830	41200	64400	13600	48200	8540	67900	141000	927000	17000	71700	240000	3230	49500	61400	6800	141000	46000	2750	10100	500	2740	164000	113000	4420	53800	291000	1030	93800	2790000	3830	6380	83600	9090	19800	7580	42800	7410	59000	19700	3980	90500
441789	0	0	1500	1260	0	0	0	0	0	9520	2670	699	0	0	0	0	0	3680000	0	0	0	15400	0	0	1380	0	14500	0	0	0	1070	0	0	0	0	915	0	0	0	1070	0	0	686	0
6448437	4750	46200	43200	18000	2640	3210	20100	24000	1500	96100	45800	15400	10500	15300	14900	3760	1590	6640	129000	15000	4450	6920	4920	1380	77000	30200	4000	6170	20100	5610	9190	26500	188000	2010000	116000	50100	108000	19200	12100	460000	14000	105000	106000	221000
92042779	1270000	1320000	12200000	2190000	431000	757000	10500000	625000	664000	2970000	1790000	366000	1140000	1130000	835000	663000	7830000	5960000	32500000	911000	656000	1510000	1190000	624000	4860000	1650000	104000	969000	3490000	1770000	847000	899000	951000	2640000	277000	1740000	1160000	537000	713000	1580000	768000	864000	684000	1260000
35953	558000	2840000	2480000	624000	730000	543000	11400000	343000	1310000	14300000	1190000	711000	748000	104000	101000	1040000	18300000	28900000	745000	1190000	975000	978000	631000	1230000	124000	1290000	956000	229000	37800000	279000	12000000	18800000	1060000	731000	1300000	1530000	220000	14800000	355000	663000	1420000	370000	133000	355000
6452827	1920000	8120	52400	1570000	45700	258000	373000	238000	232000	862000	4770000	15200	1530000	27100000	849000	436000	17900	1640000	188000	820000	7220	9480	201000	207000	1350000	2500000	22800	476000	2070000	2700000	448000	10400	2090000	161000	873000	92100	9140	215000	260000	743000	630000	449000	26000	2110000
16073	1000	0	1600	1040	0	842	992	0	0	0	2480	0	0	5690000	0	606	0	4500	1390	0	0	0	0	0	1570	0	0	0	1320	0	0	0	0	0	0	916	1660	0	0	1020	209000	0	0	0
1794427	104000	40200	2090000	476000	6770	328000	90700	20600	119000	422000	263000	25100	28500	37600	38200	80200	33300	54800000	103000	86100	12900	475000	1910	11900	678000	12200	258000	53800	81700	115000	149000	137000	377000	605000	9910	431000	177000	6470	40400	70400	29200	116000	12800	41200
16115	150000	319000	31800	36200	418000	3560	152000	0	5180	16000	17100000	4770	3580	338000	27800	45200	30800	17100	9780	33600	2860	85700	1340	14900	23100	98200	9600	17700	1260000	19300	90500	869000	83200	71000	22200	34200	180000	1490	19000	37600	24500	267000	23100	1070000
10007	160000	54000	567000	190000	42900	320000	88700	186000	28600	76700	3820000	73400	75900	65600	121000	138000	54000	626000	367000	59300	88800	3440000	1250000	31700	11000000	39700	10500	15400	22400	840000	17600	326000	33400	58500	51900	11800000	72500	924000	28100	1090000	49400	129000	6760	71700
2726	4110000	135000	2310000	19100	409000	168000	2880000	115000	61000	212000	175000	139000	49600	340000	46100	327000	145000	1230000	428000	834000	151000	561000	117000	42100	417000	805000	16900	202000	414000	110000	474000	357000	76900	48400	25800	263000	214000	390000	541000	233000	168000	258000	83700	227000
443037	4780	5360	1380000	122000	13700000	6030	217000	1480	5080	21400	25300	4170	0	489000	1500	1130000	5110	373000	5730	20300000	0	209000	1910	1520	6190	1390000	258000	269000	9420000	0	1900000	98000	38900	137000	12400000	1050000	11600	1020000	15100000	18500	6430	1160000	5570	832000
221493	773000	53300	837000	910000	92200	692000	578000	18000	91900	302000	47100	10300	912	196000	254000	322000	258000	148000	1330000	19600	492000	192000	78600	30800	220000	216000	40100	34500	5280	17400	306000	1010000	1420000	119000	7760	5630000	330000	84400	17200	882000	189000	109000	1450	43200
25244229	10200000	221000	11600000	618000	2050000	11500	638000	426000	540000	147000	229000	534000	373000	270000	517000	170000	205000	909000	1150000	203000	7580	359000	60400	40900	583000	104000	13500	20100	230000	260000	28000	77300	140000	410000	587000	13400	1140000	183000	382000	260000	204000	160000	40900	998000
3721046	159000	17200000	66800	726000	642000	19800	165000	3350000	373000	673000	2100000	7000000	21000	14900000	199000	213000	241000	22900	724000	53100	115000	53600	190000	657000	3080000	1130000	38700	513000	1740000	1240000	640000	4860	339000	490000	134000	111000	1360000	76200	9400	208000	1540000	9560000	242000	28900
25447	214000	22500	23200	29200	16000	12700	14100000	48700	2630	5160	66900	19100	327000	26300	51900	236000	4420	21300	12500	33900	1810	1760	13100	27200	98800	15100	4380	70800	9710	164000	81100	576000	827000	71200	2570	70500	79200	31200	24900	63400	614000	14700	9260	39700
5280372	38100000	7940000	33200000	29400000	6450000	18500000	35300000	2990000	23000000	20700000	52700000	15800000	4400000	29600000	1040000	14600000	1660000	29600000	60200000	4790000	13900000	35100000	686000	1870000	13600000	26000000	18000000	8260000	34900000	587000	21800000	7070000	47800000	24100000	6550000	25700000	58000000	2070000	9660000	36400000	23000000	24900000	4240000	28300000
5280695	4660000	6540000	9490000	24200000	12700000	14800000	6560000	1700000	12700000	5060000	6790000	5440000	16000000	5600000	989000	1260000	21900000	24600000	10300000	20200000	13200000	5720000	18400000	1440000	11000000	3640000	12800000	15800000	21100000	2410000	12300000	27200000	16300000	11200000	3840000	13200000	19700000	2400000	1250000	4550000	14000000	15200000	18300000	6850000
2880	3430000	691000	3920000	1150000	856000	721000	932000	560000	155000	3420000	1250000	709000	396000	10900000	137000	482000	232000	1440000	1360000	521000	197000	876000	265000	88300	4870000	3730000	278000	120000	1160000	136000	576000	146000	362000	128000	593000	498000	219000	92700	292000	5110000	1180000	593000	451000	368000
71563406	5430000	7360000	6540000	6570000	4700000	6470000	6190000	5970000	4610000	7720000	5100000	6460000	6270000	5110000	4760000	5940000	5950000	5160000	6110000	5800000	5910000	5970000	5240000	4940000	5980000	5910000	5840000	4730000	5690000	6030000	4840000	6080000	5020000	6070000	6660000	6050000	6280000	6770000	6320000	6100000	5280000	5760000	4660000	4570000
46173990	49100	191000	329000	148000	209000	478000	107000	132000	2800000	47900	7790000	69600	248000	75600000	304000	12700	162000	213000	268000	64500	64000	77300	38500	411000	115000	91200	245000	125000	41000	2460	62800	158000	2590000	34700	89100	785000	87400	79400	617000	1200000	74800	54000	360000	50300
2912	3420000	1130000	1460000	659000	239000	146000	261000	442000	43400	1560000	543000	261000	18100	1150000	77100	1120000	321000	568000	663000	205000	34800	538000	243000	91000	1900000	949000	32200	6610	880000	103000	1030000	129000	33400	30900	264000	96600	248000	58900	27400	2590000	288000	170000	39500	386000
442769	427000	32100	4220000	115000	85200	122000	98300	4090	73800	615000	128000	10100	184000	5750000	20000	211000	168000	81900	9770	171000	858	1350	2660	5910	4710000	441000	10800	2020	7970	25900	135000	547000	79300	7150	180000	20400	1270	19500	19200	62900	15500	121000	1490	17300
6914273	654000	1090000	1880000	2230000	967000	759000	1690000	1390000	7280000	816000	3450000	477000	454000	1150000	1510000	377000	548000	2170000	4190000	3160000	254000	939000	450000	2390000	819000	696000	403000	427000	3850000	380000	1290000	943000	1530000	4780000	108000	1120000	2910000	1400000	7020000	1300000	864000	1590000	626000	1270000
656765	385000	55000000	265000	1610000	2140000	1510000	883000	49200000	693000	2150000	26200000	547000	425000	462000	149000	269000	17000	9770	701000	1790000	754000	903000	4660000	5270000	896000	200000	7330000	58400	1880000	2800000	388000	1330000	155000	1150000	297000	46600000	309000	5180000	11600000	2240000	175000	745000	56700	5010000
3035199	136000	104000	188000	68100	2970000	7550	634000	243000	120000	147000	183000	8970	199000	291000	158000	180000	12800	187000	111000	91700	156000	143000	706000	145000	101000	107000	3060000	206000	31400000	139000	625000	514000	5540000	9990000	11400000	2040000	764000	934000	10700000	2650000	2460000	2880000	461000	2970000
25137931	443000	2440000	541000	434000	318000	31000000	1280000	911000	262000	612000	27000000	784000	287000	438000	135000	217000	94500	837000	1700000	257000	189000	247000	353000	380000	586000	8200000	414000	2560000	3170000	93300	1840000	717000	1690000	785000	154000	1480000	1270000	594000	344000	521000	1110000	1290000	74600	1210000
441123	1860000	868000	1630000	403000	826000	826000	585000	418000	840000	2590000	1790000	557000	514000	4460000	764000	395000	2520000	1860000	232000	145000	488000	260000	807000	2150000	413000	2520000	418000	446000	1190000	1960000	1380000	673000	804000	962000	336000	936000	322000	210000	196000	161000	1320000	2450000	693000	251000
24892745	41800	0	6970000	1870000	1280000	243000	1520	216000	15500	0	2300	0	0	0	5730	577000	0	0	0	3340	0	2010	0	107000	0	575000	0	0	912000	0	0	0	0	0	282000	401000	0	423000	34800	0	0	1490000	0	1860
440906	2460000	5460000	6000000	1880000	727000	1340000	1750000	311000	1320000	1530000	10900000	1170000	806000	1330000	153000	420000	2560000	2330000	10700000	1430000	440000	1700000	170000	1820000	1210000	1480000	705000	7140000	2230000	74200	1020000	6240000	3660000	1400000	2350000	1910000	11100000	538000	1150000	6390000	1540000	1500000	1270000	953000
92283	1.15e+08	8.56e+07	1.03e+08	1.35e+08	6.47e+07	6.94e+07	1.18e+08	6.26e+07	6.81e+07	8.60e+07	2.29e+08	7.14e+07	5.71e+07	1.27e+08	4.14e+07	6.17e+07	5.80e+07	1.40e+08	2.35e+08	6.52e+07	4.42e+07	1.03e+08	7.13e+07	4.20e+07	1.36e+08	1.04e+08	6.25e+07	8.24e+07	1.51e+08	5.60e+07	7.20e+07	1.20e+08	1.21e+08	1.37e+08	7.82e+07	7.22e+07	1.59e+08	8.26e+07	5.57e+07	1.06e+08	8.52e+07	1.24e+08	5.24e+07	1.12e+08
50599	411000	1660000	429000	192000	250000	484000	237000	756000	513000	227000	1710000	229000	107000	362000	37700	400000	1090000	331000	175000	328000	286000	384000	460000	456000	111000	576000	160000	103000	222000	3430	22100	1380000	27600	36900	99400	1580	31200	4320	3280	26800	6880	7730	86700	4910000
65689	138000	1180000	3720000	1560000	574000	1020000	1010000	556000	173000	541000	1660000	768000	83600	38300	328000	105000	1220000	1140000	5030000	705000	555000	1060000	423000	441000	742000	642000	780000	351000	1090000	248000	203000	851000	5320000	3350000	1020000	455000	1320000	505000	458000	853000	69000	775000	649000	762000
440395	29300000	7270000	16000000	11000000	5360000	1330000	8970000	660000	4050000	6560000	14600000	4400000	1160000	11600000	612000	9020000	979000	14200000	11200000	1550000	459000	1030000	805000	451000	11800000	1460000	1080000	14700000	8900000	505000	7840000	18300000	19600000	18500000	9890000	10900000	25800000	1020000	644000	16400000	10200000	14100000	64000	699000
439694	1920	24700	4760	13200	1190	2600	1960	1430	3460	6550	504000	4300	28500	8980	0	1660	2690	6630	5330	5790	5740	18300	1050	2090	3730	1760	1280	4840	2990	849	5290	2760	15900	12600	1430	1590000	2670	1810	0	3680	1550	48000	1030	33200
161557	21900000	10300000	11300000	10900000	9480000	8570000	13000000	215000	9620000	7090000	13100000	9910000	6460000	20200000	3810000	4720000	9760000	21800000	10700000	18000000	4870000	9850000	247000	2920000	6980000	21300000	8660000	10500000	10300000	3540000	7050000	6170000	22400000	21300000	8860000	11300000	18200000	205000	14300000	6070000	20400000	13900000	9740000	8330000
11132470	98100	9230	44600	4350000	42800	4860000	7650000	27900	4400	3020	197000	730000	8700	44600	22600	1020000	7840	695000	203000	5010	662000	316000	316000	127000	1450000	572000	443000	842000	150000	74900	6550000	269000	4730	1940000	1450	820000	6310000	75100	13700	29000	219000	284000	36400	1600
17190	129000	99900	483000	810000	233000	268000	376000	513000	170000	467000	279000	59100	223000	509000	33700	42700	170000	301000	428000	496000	85900	188000	89600	40500	249000	9500	35900	199000	156000	33400	135000	515000	197000	240000	3990000	112000	431000	105000	253000	72600	75900	769000	107000	344000
439556	12400000	7590000	34400000	21400000	3810000	7150000	9420000	3170000	5450000	23800000	4000000	6450000	2500000	3470000	870000	1580000	4990000	22600000	15900000	3100000	2160000	11900000	1370000	3270000	5540000	5100000	3180000	2530000	4170000	826000	3180000	4330000	7810000	10400000	5190000	7120000	14800000	2520000	3880000	8640000	1100000	8410000	2850000	2310000
3157	53800	1560000	286000	5780000	591000	341000	1070000	32900	622000	613000	1090000	350000	168000	890000	681000	749000	228000	4400000	3830000	407000	333000	527000	1420	96600	118000	151000	63800	472000	833000	392000	529000	189000	645000	3900000	216000	388000	3210000	67900	5350000	524000	202000	214000	133000	730000
439361	71400	474000	905000	185000	103000	217000	456000	252000	87600	397000	1260000	224000	78400	923000	227000	90700	604000	406000	607000	73600	275000	265000	247000	53900	423000	399000	104000	779000	551000	1120000	965000	197000	4700000	7830000	234000	836000	4370000	3880000	1160000	2140000	4450000	4700000	564000	2000000
439167	3290000	571000	2360000	2260000	20700000	28600000	2210000	1740000	27800000	1270000	4470000	941000	1530000	13000000	1440000	1690000	2950000	4150000	15300000	1660000	1380000	6680000	1390000	1200000	25000000	5930000	1260000	26700000	2140000	403000	12600000	37000000	18600000	17100000	2220000	1230000	4220000	23300000	2430000	4680000	18900000	37200000	13700000	17700000
33037	32700000	17800000	23300000	27300000	13200000	15600000	20600000	20600000	17300000	15300000	55600000	15800000	13400000	19700000	10500000	13700000	13300000	24100000	39200000	27000000	9740000	21600000	27900000	12000000	22800000	30500000	24000000	12300000	36500000	17700000	13300000	24500000	20200000	28700000	16800000	27800000	26000000	34300000	18500000	26400000	17500000	20600000	10700000	25300000
5460056	8.27e+07	1.18e+08	1.66e+08	9.80e+07	1.69e+08	4.64e+07	1.71e+08	2.55e+08	1.57e+08	9.35e+07	1.82e+08	4.56e+07	5.29e+07	7.12e+07	4.45e+07	1.36e+08	1.63e+07	1.74e+08	4.27e+08	1.06e+08	8.62e+07	2.00e+08	2.72e+08	5.81e+07	2.04e+08	6.70e+07	4.66e+07	6.19e+07	1.17e+08	8.33e+07	1.27e+08	1.76e+08	1.03e+08	3.35e+08	8.48e+07	1.06e+08	1.22e+08	2.75e+08	1.74e+08	3.80e+08	1.87e+08	1.15e+08	8.37e+07	1.03e+08
443292	637000	63900	137000	40100	992000	60400	118000	5120000	17900	2510000	773000	17300	17800	70100	4780	506000	45300	124000	222000	3160000	5370	7390	2610000	11400	8490000	3470000	1770	35000	69600	3570	13600	80900	86900	121000	1590000	37300	253000	3560000	97300	4780000	16000	67900	29700	1340000
6049	30600000	18000000	23000000	25100000	14200000	15500000	19900000	23100000	8970000	17600000	25700000	13800000	10500000	25400000	9220000	6950000	14000000	20900000	34300000	16000000	8060000	16500000	9150000	7680000	23100000	18200000	11800000	12200000	14600000	6760000	11100000	15100000	23900000	25900000	15100000	11600000	26300000	9720000	8890000	35200000	23800000	39400000	13000000	22100000
442206	694000	1150000	984000	1030000	327000	351000	2830000	214000	193000	1130000	1460000	546000	300000	4960000	588000	165000	255000	787000	1610000	263000	165000	798000	106000	194000	1210000	815000	385000	196000	912000	277000	230000	426000	2290000	742000	322000	340000	1480000	108000	255000	1450000	1150000	1010000	217000	764000
3229	80700	351000	1800000	74700	11800	16600	243000	1120	48200	4060	22400000	15800	33000	50200	2590	7190	6330	41200	10800	9650	5300	19100	64500	3280	174000	2220	949	35100	274000	1960	68900	1220000	25800	15000	7020	352000	184000	1330	5070	5670	3200	10300	1470	59100
442077	437000	967000	573000	547000	371000	297000	1770000	127000	541000	251000	6130000	330000	762000	1030000	23600	1290000	108000	583000	555000	299000	150000	1570000	162000	79800	825000	321000	110000	1270000	367000	128000	1190000	17400000	298000	343000	271000	527000	1830000	316000	84800	273000	304000	826000	117000	10600000
184887	1570000	4260000	1840000	1610000	961000	473000	2090000	434000	168000	4210000	577000	942000	723000	1850000	110000	374000	913000	804000	1740000	318000	411000	1150000	166000	240000	9620000	764000	371000	1590000	1130000	116000	309000	751000	437000	2130000	650000	519000	2150000	410000	262000	6980000	866000	1030000	250000	690000
201408	1650000	454000	328000	940000	412000	246000	312000	114000	226000	536000	2550000	246000	300000	1900000	149000	339000	266000	222000	838000	460000	95000	233000	99100	70700	894000	1390000	175000	313000	530000	40800	400000	1060000	174000	596000	453000	292000	249000	120000	52700	508000	734000	421000	68100	806000
3347	975	147000	106000	1790	646000	811	20700	6970000	119000	1570000	9460	99400	0	15500	770	913	798	2820	1670	3540000	0	834	2650000	756	6820000	0	0	8350	27200	603	1200	4090	2060	6940	3430000	0	7690	5260000	0	4780000	1380	96500	0	2940
5748526	937000	672000	542000	997000	793000	801000	1120000	0	347000	566000	750000	767000	520000	810000	325000	359000	871000	1420000	854000	503000	427000	754000	6200	231000	614000	956000	677000	796000	915000	267000	564000	481000	1260000	99400	336000	972000	1450000	5140	337000	499000	698000	1340000	929000	710000
